firstName,lastName,DOB,birthCountry,deathDate,careerStart,careerEnd
Robert,Cook,1903-01-01,United States,1995-11-09,1946,1977
Wolf,Koenig,1927-01-01,Germany,2014-06-26,1951,1996
Régis,Wargnier,1948-01-01,France,,1973,
Michael,Herr,1940-01-01,United States,2016-06-23,,
Terry,Southern,1924-01-01,United States,1995-10-29,,
Jimmy,Heusen,1913-01-01,United States,1990-02-06,,
Alex,Grasshoff,1928-01-01,United States,2008-04-05,,
Martin,Obzina,1892-01-01,Austria,1991-12-19,1940,1962
Walter,Parkes,1951-01-01,United States,,,
Julian,Schnabel,1951-01-01,United States,,,
Roman,Kroitor,1926-01-01,Canada,2012-09-17,1949,2012
Frank,McKelvy,1914-01-01,United States,1980-02-18,1947,1979
Ward,Kimball,1914-01-01,United States,2002-07-08,1934,1980
Luis,Alcoriza,1918-01-01,Spain,1992-12-03,1940,1989
Elinor,Burkett,1946-01-01,United States,,,
Crispin,Struthers,,,,1999,
Walter,Hannemann,1912-01-01,United States,2001-04-29,,
László,Nemes,1977-01-01,Hungary,,1999,
Yōji,Yamada,1931-01-01,Japan,,1961,
Stu,Linder,1931-01-01,United States,2006-01-12,,
Louise,Dresser,1878-01-01,United States,1965-04-24,1900,1937
Norman,Rockett,1911-01-01,United States,1996-04-05,1953,1988
Matt,Chessé,1965-01-01,United States,,1992,
Kōhei,Oguri,1945-01-01,Japan,,,
Ralph,Kemplen,1912-01-01,United Kingdom,2004-04-01,,
Sylvia,Fine,1913-01-01,United States,1991-10-28,1934,1991
Robert,Planck,1902-01-01,United States,1971-10-31,,
George,Duning,1908-02-25,United States,2000-02-27,,
Josh,Fox,,United States,,,
Thomas,Sanders,1953-01-01,United States,2017-07-06,1990,2016
Carlton,Faulkner,1904-01-01,United States,1967-01-28,1955,1966
Lou,Pecora,,,,,
Randy,Stone,1958-01-01,,2007-02-12,,
Michaël,Roskam,1972-01-01,Belgium,,,
Donald,Crisp,1882-01-01,United Kingdom,1974-05-01,1908,1963
Samuel,Caron,,,,,
Steven,Bognar,1963-01-01,,,,
Victor,Fleming,1889-01-01,United States,1949-01-06,1910,1949
Jerry,Goldsmith,1929-01-01,United States,2004-07-21,1951,2004
Francesca,Schiavo,,Italy,,1989,
Andrew,Weisblum,,,,,
Dan,Mazer,1971-01-01,United Kingdom,,,
Georges,Delerue,1925-01-01,France,1992-03-01,1947,1992
August,Wilson,1945-01-01,United States,2005-10-02,,
Pierre,Bismuth,1963-01-01,France,,,
Don,Hahn,1955-01-01,United States,,1977,
Paul,Claudon,1919-01-01,France,2002-07-01,1952,1998
Bran,Ferren,1953-01-01,United States,,,
Shannon,McIntosh,,,,,
Bryan,Buckley,,United States,,1988,1988
Jean,Gruault,1924-01-01,France,2015-06-01,1958,1995
Gary,Rydstrom,1959-01-01,United States,,1984,
James,Whitmore,1921-01-01,United States,2009-02-06,1946,2007
Jon,Thum,,,,1988,
Andrew,Stone,1902-01-01,United States,1999-06-09,,
Michael,Kanfer,,,,1994,2006
Fred,Guiol,1898-01-01,United States,1964-05-23,,
Talkhon,Hamzavi,1979-01-01,Iran,,2004,
Raphael,Saadiq,1966-01-01,United States,,1983,
Nina,Hartstone,,,,,
Carmen,D’Avino,1918-01-01,United States,2004-11-01,,
Samantha,Eggar,1939-01-01,United Kingdom,,1960,2012
Tim,McGovern,1955-01-01,United States,2024-03-30,,
Joe,Stillman,1959-01-01,,,,
Haldane,Douglas,1893-01-01,United States,1980-05-26,1938,1947
Diane,Lane,1965-01-01,United States,,1971,
Adrian,Biddle,1952-01-01,United Kingdom,2005-12-01,1967,2005
Kathy,Bates,1948-01-01,United States,,1969,
Raphaël,Bretton,1920-01-01,France,2011-02-01,1946,1982
Nadine,Labaki,1974-01-01,Lebanon,,1997,
Nathan,Truesdell,,United States,,2005,
Jean,Arthur,1900-01-01,United States,1991-06-19,1923,1975
Don,Ameche,1908-01-01,United States,1993-12-06,1928,1993
Danny,Boyle,1956-01-01,United Kingdom,,1980,
Charles,Joffe,1929-01-01,United States,2008-07-09,1969,2008
Jay,Boekelheide,,,,1980,2010
Steven,Tisch,1949-01-01,United States,,,
Joan,Gratz,1941-01-01,United States,,,
Helen,Estabrook,,,,,
Xavier,Legrand,1979-01-01,France,,2005,
Caroline,Baron,,,,1983,
Donald,Elliott,,,,1986,
Hiromasa,Yonebayashi,1973-01-01,Japan,,1996,
Mario,Gori,1920-01-01,Italy,1993-11-01,,
Arthur,Harari,1981-01-01,France,,2005,
Ferris,Webster,1912-01-01,United States,1989-02-04,1939,1982
Tom,Courtenay,1937-01-01,United Kingdom,,1960,
Carla,Farmer,,,,,
Drew,Goddard,1975-01-01,United States ,,2002,
Walter,Coblenz,1928-01-01,,2022-03-16,,
Omar,Sharif,1932-01-01,Egypt,2015-07-01,1954,2015
Ian,Bannen,1928-01-01,Scotland,1999-11-01,1951,1999
Nunnally,Johnson,1897-01-01,United States,1977-03-25,,
Bud,Smith,1935-01-01,United States,2024-06-23,1963,2013
Ben,Osmo,,,,1974,
Trent,Reznor,1965-01-01,United States,,1982,
Bob,Morgan,,,,,
Art,Cruickshank,1918-01-01,United States,1983-05-22,1964,1983
David,Allen,,,,1943,1944
Kenneth,Webb,1885-10-01,United States,1966-03-06,1910,1938
Sebastián,Lelio,1974-01-01,Argentina,,1995,
Jerry,Hey,1950-01-01,United States,,,
Maury,Winetrobe,1922-01-01,United States,2008-04-01,,
Ali,MacGraw,1939-01-01,United States,,1960,
Mel,Stuart,1928-01-01,United States,2012-08-09,1963,2000
Richard,Todd,1919-01-01,Ireland,2009-12-01,,
Jess,Gonchor,1962-01-01,United States,,1993,
Jonny,Greenwood,1971-01-01,United Kingdom,,1985,
Robert,Sherwood,1896-01-01,United States,1955-11-14,,
Peter,Lord,1953-01-01,United Kingdom,,,
Harrison,Ford,1942-01-01,United States,,1964,
Margaret,Sixel,,South Africa,,1984,
Harry,Cohn,1891-01-01,United States,1958-02-27,1919,1958
Howard,Smith,1936-01-01,United States,2014-05-01,,
Lourdes,Portillo,1943-01-01,Mexico,2024-04-01,1979,2024
Charles,McKeown,1946-01-01,,,,
Evgenia,Arbugaeva,1985-01-01,Russia,,,
Tambi,Larsen,1914-01-01,India,2001-03-01,1954,1980
Cameron,Mackintosh,1946-01-01,United Kingdom,,,
Alan,Lerner,1918-01-01,United States,1986-06-14,1942,1986
Lucas,Hedges,1996-01-01,United States,,2007,
Erik-Jan,Boer,1967-03-01,Netherlands,,1989,
Reginald,Rose,1920-01-01,United States,2002-04-19,1951,1987
Josh,Greenfeld,1928-02-27,United States,2018-05-11,,
Richard,Attenborough,1923-08-29,United Kingdom,2014-08-24,,
Jonathan,Tunick,,United States,,,
Alex,Rodríguez,1971-01-01,France,,,
Nick,Allder,1943-01-01,United Kingdom,,1968,
Leslie,Dilley,1941-01-01,Wales,,1973,
Matt,Aitken,,,,1995,
John,Aldred,1921-08-01,United Kingdom,2020-12-01,1942,1986
Ziad,Doueiri,1963-01-01,Lebanon,,1990,
Dominick,Tavella,,,,1981,
Peter,Frampton,,United Kingdom,,1969,1995
William,Miller,,,,,
Warren,Shaw,,,,,
Randall,Duell,1903-01-01,United States,1992-11-28,1925,1992
Julian,Biggs,1920-01-01,Canada,1972-12-01,1950,1972
Clint,Eastwood,1930-01-01,United States,,1954,
George,Abbott,1887-01-01,United States,1995-01-31,,
Max,Parker,1882-01-01,United States,1964-07-08,1916,1947
Emerald,Fennell,1985-01-01,United Kingdom,,2007,
Arthur,Schwartz,1900-01-01,United States,1984-09-03,,
Gene,Milford,1902-01-01,United States,1991-12-23,1926,1981
Jack,Couffer,1924-01-01,United States,2021-07-30,,
Glen,Ballard,1953-01-01,United States,,1971,
Don,Raye,1909-01-01,,1985-01-29,,
William,Goldman,1931-01-01,United States,2018-11-16,,
Jordan,Leondopoulos,,,,,
Paul,Markwitz,1908-07-01,Germany,1968-03-01,1935,1967
Ingo,Preminger,1911-01-01,Austria-Hungary,2006-06-07,,
Antoni,Clavé,1913-01-01,Spain,2005-08-01,1952,1980
Guy,Green,1913-01-01,United Kingdom,2005-09-01,1929,1986
Christopher,McQuarrie,1968-01-01,United States,,1993,
David,Thion,1971-01-01,France,,2000,
Kevin,Mack,1959-01-01,United States,,1982,
Rachel,Portman,1960-01-01,United Kingdom,,,
Luigi,Scaccianoce,1914-01-01,Italy,1981-10-18,1945,1980
Peter,Zinner,1919-01-01,Austria,2007-11-13,1962,2006
Kirby,Dick,1952-01-01,United States,,1981,
Michael,Chapman,1935-01-01,United States,2020-09-20,1968,2007
Lawrence,Bender,1957-01-01,United States,,1987,
Zach,Baylin,,,,2005,
Betty,Comden,1917-01-01,United States,2006-11-23,1944,2005
Indro,Montanelli,1909-01-01,Italy,2001-07-01,1930,2001
William,Zabka,1965-01-01,United States,,1982,
William,Manger,,,,1975,1998
Ingrid,Bergman,1915-01-01,Sweden,1982-08-01,1932,1982
Karl,Schuster,1985-01-01,Sweden,,2003,
David,Lynch,1946-01-01,United States,2025-01-16,1967,2025
Shaunak,Sen,1987-06-01,India,,2013,
Jenny,Shircore,,India,,,
Richard,Yuricich,1942-12-01,United States,,,
Marguerite,Duras,1914-01-01,French Indochina,1996-03-01,,
Sammy,Fain,1902-01-01,United States,1989-12-06,,
Mike,Hill,1949-01-01,United States,2023-01-05,,
Rebecca,Cammisa,,,,,
John,Travolta,1954-01-01,United States,,1972,
Stanley,Tucci,1960-01-01,United States,,1982,
Richard,Pearson,1961-01-01,United States,,,
Chris,Munro,,,,1972,
Fisher,Stevens,1963-01-01,United States,,1981,
Martin,Scorsese,1942-01-01,United States,,1962,
Frederic,Raphael,1931-01-01,United States,,1956,
Janusz,Kamiński,1959-01-01,Poland,,1986,
Dean,DeBlois,1970-01-01,Canada,,1988,
Bronisław,Kaper,1902-01-01,,1983-04-26,,
Paul,Schrader,1946-01-01,United States,,1974,
Alexander,Mackendrick,1912-01-01,United States,1993-12-22,1937,1993
Emil,Jannings,1884-01-01,Switzerland,1950-01-01,1914,1945
Beyoncé,Knowles,1981-01-01,United States,,,
Sir,Adam,1921-01-01,Germany,2016-03-01,1940,2003
Darius,خنجی,1955-01-01,Iran,,1984,
Pete,Kozachik,1951-01-01,United States,2023-09-12,,
Lionel,Lindon,1905-01-01,United States,1971-09-20,,
Rebecca,Alleway,,,,1994,
John,Bonar,1886-01-01,"",1963-03-28,1944,1945
Naomi,Donne,,,,,
Tom,Rosenberg,1947-01-01,,,,
Martin,McDonagh,1970-01-01,United Kingdom,,1996,
Frank,Donner,1963-01-01,United States,,,
Rudolph,Sternad,1906-01-01,,1963-04-23,1936,1964
Paul,Huldschinsky,1889-08-01,Germany,1947-02-01,1940,1947
S.,Barnett,1908-01-01,United States,1988-04-14,,
Anthony,McCarten,1961-01-01,New Zealand,,,
Dean,Stockwell,1936-01-01,United States,2021-11-07,1945,2015
Thelma,Schoonmaker,1940-01-01,Algeria,,1966,
Eugenio,Zanetti,1949-01-01,Argentina,,1974,
Jean,Dujardin,1972-01-01,France,,1996,
Bo,Widerberg,1930-01-01,Sweden,1997-05-01,1962,1995
Brad,Pitt,1963-01-01,United States,,1987,
Derek,Meddings,1931-01-01,United Kingdom,1995-09-01,1995,1995
Phillip,Bladh,,,,,
Arthur,Arling,1906-09-19,United States,1991-10-16,,
Nancy,Title,,,,,
Jared,Leto,1971-01-01,United States,,1992,
Peter,Biziou,1944-01-01,United Kingdom,,1965,2005
Marlin,Skiles,1906-12-17,United States,1981-05-01,1934,1971
Darrell,Silvera,1900-01-01,,1983-07-22,1934,1978
Jean,Bourgoin,1913-01-01,France,1991-09-01,1935,1972
Waldon,Watson,1907-01-01,United States,1986-08-15,1948,1973
Robert,Stevenson,1905-01-01,United Kingdom,1986-04-01,1928,1976
John,Ellis,,,,,
Dror,Moreh,1961-01-01,,,,
Xavier,Koller,1944-01-01,Switzerland,,1972,
Hallvar,Witzø,1984-01-01,,,,
Vince,Guaraldi,1928-01-01,United States,1976-02-06,1953,1976
John,Jr.,1958-01-01,,,1981,
Bryn,Mooser,1979-01-01,United States,,,
Sam,Wood,1883-01-01,United States,1949-09-22,1917,1949
Carrie,Snodgress,1945-01-01,United States,2004-04-01,1969,2004
Gregg,Toland,1904-01-01,United States,1948-09-28,1926,1948
Dody,Dorn,1955-01-01,United States,,,
Nicolás,Giacobone,,Argentina,,2003,
Andrea,Nevins,,United States,,,
Albert,Hammond,1944-01-01,United Kingdom,,1960,
Lawrence,Marcus,1917-01-01,United States,2001-08-28,,
Paul,Winfield,1939-01-01,United States,2004-03-07,1965,2004
Richard,McBride,,,,1997,
Elmo,Williams,1913-01-30,United States,2015-11-25,,
Lesley,Vanderwalt,,,,1976,1976
Edwin,Willis,1893-01-01,United States,1963-11-26,1925,1957
Jodie,Foster,1962-01-01,United States,,1965,
Konstantinos,Gavras,1933-01-01,Greece,,,
Nebojša,Slijepčević,,,,,
Joel,Green,,,,,
A.,Kaye,,,1987-02-03,1937,1938
J.,Simmons,1955-01-01,United States,,1986,
Brian,Johnson,1939-06-01,United Kingdom,,1957,2006
John,Midgley,,,,1977,
Richard,Sakai,1954-01-01,United States,,,
William,Hutchinson,1901-08-01,United Kingdom,,1937,1976
Theo,Bialek,,,,,
Aaron,Ryder,,,,,
Bernardo,Bertolucci,1941-01-01,Italy,2018-11-01,1962,2018
France,Štiglic,1919-01-01,Croats and Slovenes,1993-05-01,1946,1984
Burl,Ives,1909-01-01,United States,1995-04-14,1929,1993
Laura,Allen,,,,,
Arthur,Kennedy,1914-01-01,United States,1990-01-05,1937,1990
Mark,Gill,,,,2011,
Taylor,Sheridan,1970-01-01,United States,,1995,
Samuel,Jackson,1948-01-01,United States,,1972,
William,Inge,1913-01-01,United States,1973-06-10,1947,1973
Chris,Williams,1968-01-01,United States,,1996,
Richard,Dreyfuss,1947-01-01,United States,,1964,
Mike,Smithson,,United States,,1985,
Andrew,Adamson,1966-01-01,New Zealand,,1990,
Tanya,Seghatchian,1968-01-01,United Kingdom,,,
United,medal,1978-01-01,United States,2020-01-26,,
Gene,Tierney,1920-01-01,United States,1991-11-06,1938,1980
Douglas,Shearer,1899-01-01,Canada,1971-01-05,1928,1968
Peter,Taylor,1922-01-01,United Kingdom,1997-12-01,1942,1991
Robert,Jones,1936-01-01,United States,2021-02-01,,
Counting,Crows,1964-01-01,United States,,1990,
Robert,Leighton,,United Kingdom,,,
Arnold,Friberg,1913-12-21,United States,2010-07-01,,
Walt,Mulconery,1932-01-01,United States,2001-12-06,1963,1995
Tom,Schulman,1951-01-01,United States,,,
Ondřej,Trojan,1959-01-01,Czechoslovakia,,,
Richard,Overton,,,,1963,1992
David,Russell,1958-01-01,,,1987,
Gus,Sant,1952-01-01,United States,,1982,
Todd,Boekelheide,1954-01-01,United States,,1985,
Bob,Balaban,1945-01-01,United States,,1965,
Lilibet,Foster,,United States ,,,
Earle,Mack,1936-01-01,United States,,,
Michael,Steinore,1901-01-01,United States,1961-02-19,1934,1953
Brian,Connor,,,,,
Robert,Aurthur,1922-01-01,United States,1978-11-20,,
Richard,Anderson,,,,1972,
Dario,Marianelli,1963-01-01,Italy,,1994,
Matthew,Mungle,1956-01-01,United States,,1981,
Arthur,Schmidt,1912-01-01,,1965-07-22,1933,1965
Saul,Zaentz,1921-01-01,United States,2014-01-03,,
Paul,LeBlanc,1946-01-01,Canada,2019-10-02,1976,2010
Jan,Hřebejk,1967-01-01,Czechoslovakia,,1988,
Donald,Westlake,1933-01-01,United States,2008-12-31,,
María,Bemberg,1922-01-01,Argentina,1995-05-01,1959,1995
Sidney,Sheldon,1917-01-01,United States,2007-01-30,,
Christian,Minkler,,,,,
Saar,Klein,1967-01-01,Israel,,,
Richard,Day,1896-01-01,Canada,1972-05-01,1923,1970
Dan,Dailey,1915-01-01,United States,1978-10-16,1977,1977
Peter,Cattaneo,1964-01-01,United Kingdom,,1989,
Noel,Black,1937-01-01,United States,2014-07-05,,
Robert,Anderson,1917-01-01,United States,2009-02-09,1948,1992
Jean,Simmons,1929-01-01,United Kingdom,2010-01-01,1944,2010
Augie,Lohman,1911-01-01,United States,1989-08-07,1946,1979
Dana,Murray,,,,2003,
Ronnie,Specter,,,,1984,
Sidney,Buchman,1902-01-01,United States,1975-08-24,,
John,Truscott,1936-01-01,Australia,1993-09-01,1967,1977
Russell,Gausman,1892-01-01,United States,1963-05-20,1925,1960
Fred,Roos,1934-01-01,United States,2024-05-18,1964,2024
Jan,Troell,1931-01-01,Sweden,,1966,
Bob,Minkler,1937-01-01,United States,2015-10-11,1957,1992
Annette,Bening,1958-01-01,United States,,1980,
Debra,Granik,1963-01-01,United States,,1987,
David,Frankel,1959-01-01,United States,,1984,
Paul,Austerberry,1966-01-01,Canada,,1992,
Glenda,Jackson,1936-01-01,United Kingdom,2023-06-01,1957,2023
Amy,Adams,1974-01-01,Italy,,1994,
Simona,Paggi,1962-01-01,Italy,,1984,
Stuart,Baird,1947-01-01,United Kingdom,,1971,
Jeffrey,Caine,1944-01-01,United Kingdom,,,
Ray,June,1895-01-01,United States,1958-05-26,1915,1958
Audrey,Marrs,1970-01-01,United States,,,
Cate,Blanchett,1969-01-01,Australia,,1990,
Oscar,Lagerstrom,1890-01-01,United States,1974-07-30,1929,1942
James,Stewart,1907-01-01,United States,1997-03-22,,
Harry,Cordwell,1922-01-01,United Kingdom,1995-01-01,1968,1990
Adam,Willis,,,,,
Aaron,Sorkin,1961-01-01,United States,,1984,
Pen,Densham,1947-01-01,United Kingdom,,,
W.,Richter,1945-01-01,United States,,,
Lee,Hall,1966-01-01,United Kingdom,,,
Isao,Takahata,1935-01-01,Japan,2018-04-05,1961,2018
Robert,Fried,,,,1985,
Sam,Slyfield,1898-01-01,United States,1974-01-15,1940,1955
Jacques,Cousteau,1910-01-01,France,1997-06-01,,
Elvira,Lind,1981-01-01,Denmark,,2014,
Elmer,Raguse,1901-01-01,United States,1972-03-02,1929,1966
Javier,Mariscal,1950-01-01,Spain,,,
William,Mellor,1903-06-29,United States,1963-04-30,,
Krzysztof,Piesiewicz,1945-01-01,Poland,,,
Tony,Johnson,,,,1981,
Paul,Jabara,1948-01-01,United States,1992-09-29,1992,1992
Leland,Fuller,1899-01-01,United States,1962-10-09,1943,1962
Jack,Nicholson,1937-01-01,United States,,1955,2010
James,Gleason,1882-01-01,United States,1959-04-12,1914,1959
Arthur,Parker,1923-01-01,,2002-12-15,1957,1989
Hilyard,Brown,1910-01-01,United States,2002-10-12,1934,1986
Robert,Weide,1959-01-01,,,,
Joss,Williams,,,2020-01-01,1984,2013
Paul,Webster,1907-01-01,United States,1984-03-18,,
Herman,Mankiewicz,1897-01-01,United States,1953-03-05,1926,1952
Bob,Persichetti,1973-01-01,,,1997,
The,Lloyd-Webber,1948-01-01,United Kingdom,,1965,
Stephen,Warbeck,1953-01-01,United Kingdom,,,
Ralph,Blane,1914-01-01,United States,1995-11-13,,
Peter,Shaffer,1926-01-01,United Kingdom,2016-06-01,,
Jordan,Peele,1979-01-01,United States,,2002,
Yōjirō,Takita,1955-01-01,Japan,,,
Cecil,DeMille,1881-01-01,United States,1959-01-21,1899,1958
Tony,Dawe,1940-01-01,,,1958,
Norman,Newell,1919-01-01,United Kingdom,2004-12-01,1945,2001
Chris,Landreth,1961-01-01,United States,,,
Dashiell,Hammett,1894-01-01,United States,1961-01-10,,
Rayka,Zehtabchi,,,,2015,
Perry,Jr.,1933-01-01,United States,2021-01-18,,
Andra,Day,1984-01-01,United States,,2012,
William,Powell,1892-01-01,United States,1984-03-05,1911,1955
Frances,Hannon,,,,1983,
Thomas,Rickman,1940-01-01,United States,2018-09-03,,
Uli,Edel,1947-01-01,Germany,,,
Rena,DeAngelo,,,,1995,
John,Stevenson,1958-01-01,United Kingdom,,1978,
Barbara,Karinska,1886-01-01,Russia,1983-10-18,,
George,Forrest,1915-01-01,,1999-10-10,,
Ralph,Dawson,1897-01-01,United States,1962-11-15,,
Paul,Morrison,1944-01-01,United Kingdom,,,
Miranda,Richardson,1958-01-01,United Kingdom,,1978,
Charles,Laughton,1899-01-01,United Kingdom,1962-12-01,1926,1962
Clem,Portman,1905-01-01,United States,1992-10-21,1930,1970
Bruno,Bozzetto,1938-01-01,Italy,,1958,
Ann,Harding,1902-01-01,United States,1981-09-01,1921,1965
George,Arliss,1868-01-01,United Kingdom,1946-02-01,1887,1943
Michael,Weber,1978-01-01,United States,,2009,
Bernard,Smith,1907-09-20,United States,1999-12-21,,
Hanns,Kräly,1884-01-01,Germany,1950-11-11,1915,1942
Paul,Tazewell,1964-01-01,United States,,,
Stijn,Coninx,1957-01-01,Belgium,,1987,1987
River,Phoenix,1970-01-01,United States,1993-10-31,1982,1993
Lisy,Christl,1964-01-01,,,1995,
Joseph,Wright,1892-01-01,United States,1985-02-24,1923,1969
John,Schulze,1876-01-01,United States,1943-06-17,1921,1942
Elizabeth,Hill,1901-02-27,United States,1978-08-21,,
Melissa,Etheridge,1961-01-01,United States,,1985,
Dudley,Moore,1935-01-01,United Kingdom,2002-03-01,1961,1999
Robert,Donat,1905-01-01,United Kingdom,1958-06-01,1921,1958
Yul,Brynner,1920-01-01,Far Eastern Republic,1985-10-10,1941,1985
Katie,Spencer,,,,1993,
Samantha,Quan,1975-01-01,Canada,,1997,
James,Gordon,1907-01-01,United States,1972-03-02,,
Kent,Houston,,,,,
Siân,Grigg,,,,1988,
Gennie,Rim,1979-01-01,United States,,1998,
Brian,Aherne,1902-01-01,United Kingdom,1986-02-01,1910,1967
Sara,Gunnarsdóttir,,Iceland,,,
Jay,Friedkin,,,,1980,1980
Rosine,Delamare,1911-01-01,France,2013-03-01,1938,1984
Juan,Fresnadillo,1967-01-01,Spain,,1986,
William,Hedgcock,1883-01-01,United States,1947-09-29,1929,1947
Tim,Fehlbaum,1982-01-01,Switzerland,,2011,
Peter,Werner,1947-01-01,United States,2023-03-21,1971,2019
Lars,Trier,1956-01-01,Denmark,,1967,
Walter,Wanger,1894-01-01,United States,1968-11-18,,
James,Kennaway,1928-01-01,Scotland,1968-12-01,1945,1968
Gary,Cooper,1901-01-01,United States,1961-05-13,1925,1961
Bari,Dreiband-Burman,,,,,
Douglas,Trumbull,1942-01-01,United States,2022-02-07,1964,2021
Conrad,IV,1948-01-01,United States,,1969,
Leonard,Bernstein,1918-01-01,United States,1990-10-14,,
Mario,Monicelli,1915-01-01,Italy,2010-11-01,1935,2010
Ernest,Day,1927-01-01,United Kingdom,2006-11-01,1944,1996
Dan,Cogan,,,,1997,
Tom,Jr.,1959-01-01,United States,,1984,
Jesse,Plemons,1988-01-01,United States,,1991,
Piero,Gherardi,1909-01-01,Italy,1971-06-01,1947,1971
William,Bendix,1906-01-01,United States,1964-12-14,1936,1964
Aaron,Schneider,1965-01-01,United States,,1990,
Jack,Elliott,1927-01-01,United States,2001-08-18,,
Howard,Lydecker,1911-01-01,Cuba,1969-09-26,,
George,Miller,1945-01-01,Australia,,,
Jochen,Freydank,1967-01-01,Germany,,,
Jay,Harding,,,,1966,1991
Monty,Woolley,1888-01-01,United States,1963-05-06,1929,1955
Nancy,Oliver,1955-01-01,United States,,,
Mikhail,Baryshnikov,1948-01-01,Russia,,1968,
Kenny,Ascher,1944-01-01,United States,,,
Dave,Elsey,1967-01-01,United Kingdom,,1986,
Simon,Chase,,,,,
Robert,Strauss,1913-01-01,United States,1975-02-20,1930,1968
Christina,Oh,,,,2000,
The,Olivier,1907-01-01,United Kingdom,1989-07-01,,
Lily,Gladstone,1986-01-01,United States,,2012,
Kirsten,Sheridan,1976-01-01,Ireland,,1995,
Jack,Chertok,1906-01-01,Georgia,1995-06-14,1935,1966
Keith,Wester,1940-01-01,United States,2002-11-01,1966,2002
Stephen,Mirrione,1969-01-01,United States,,,
David,Foster,1949-01-01,Canada,,1971,
Larry,Hankin,1937-01-01,United States,,1963,
Phedon,Papamichael,1962-02-01,Greece,,,
Frances,Marion,1888-01-01,United States,1973-05-12,1912,1972
Robert,Hendrickson,1944-01-01,United States,2016-10-01,,
Dustin,Black,1974-01-01,United States,,2000,
George,Milo,1909-01-01,United States,1984-08-19,1944,1976
Julian,Clarke,1977-01-01,Canada,,2001,
Madeline,Sharafian,1993-01-01,United States,,2013,
Nicholas,Brooks,1964-01-01,United Kingdom,,1990,
Mel,Gibson,1956-01-01,United States,,1976,
Howard,Koch,1901-12-12,United States,1995-08-17,,
Loretta,Young,1913-01-01,United States,2000-08-12,1917,1994
Dino,Risi,1916-01-01,Italy,2008-06-01,1946,2002
Walter,Thompson,1903-05-08,United States,1975-12-17,,
Horace,Jackson,1898-01-01,United States,1952-01-26,1923,1941
Billy,Wilder,1906-01-01,Austria-Hungary,2002-03-27,1929,1981
Geena,Davis,1956-01-01,United States,,1982,
Jo,Allen,,United Kingdom,,,
Joel,Grey,1932-01-01,United States,,1951,
Andrew,Stanton,1965-01-01,United States,,1981,
Al,Roelofs,1906-01-01,Netherlands,1990-07-01,1947,1982
Bradley,Thomas,1965-01-01,,,,
John,Hodge,1964-01-01,United Kingdom,,1994,
William,Chang,1953-01-01,Hong Kong,,,
Shania,Twain,1948-01-01,Northern Rhodesia,,1974,
Alan,Pakula,1928-01-01,United States,1998-11-19,1957,1998
Suchitra,Mattai,1973-01-01,Guyana,,,
C.,Stevens,1907-01-01,United Kingdom,1974-07-01,1925,1946
Ray,Jr.,1954-01-01,United States,,1963,
Mike,Medavoy,1941-01-01,China,,1964,
Judi,Dench,1934-01-01,United Kingdom,,1957,
George,Hively,1889-09-06,United States,1950-03-02,1917,1945
Ub,Iwerks,1901-01-01,United States,1971-07-07,1919,1971
Verna,Fields,1918-01-01,United States,1982-11-30,1954,1975
Richard,Harris,1934-01-01,United States,,,
Göran,Lundström,,,,,
Doug,Chiang,1962-01-01,Taiwan,,1990,
Gary,Gilbert,1965-01-01,United States,,,
Tony,Franciosa,1928-01-01,United States,2006-01-19,1955,1996
Mark,Gustafson,1959-01-01,United States,2024-02-01,,
Éric,Rohmer,1920-01-01,France,2010-01-01,1945,2009
James,Lebenthal,1928-01-22,,2014-11-14,,
Merrill,Pye,1902-01-01,,1975-11-17,1925,1971
Robert,Shaw,1927-01-01,United Kingdom,1978-08-01,1947,1978
Kerrie,Brown,,,,1988,
George,Webb,,,,1934,1977
Paul,Rubell,1952-01-01,United States,,,
Robert,Riskin,1897-01-01,United States,1955-09-20,,
Rooney,Mara,1985-01-01,United States,,2005,
Efthimis,Filippou,1977-01-01,Greece,,2001,
Ray,Bomba,1907-01-01,United States,1986-06-24,1945,1959
Larry,Dias,,,,1989,
Jim,Capobianco,1969-01-01,United States,,1989,
Evgeny,Afineevsky,1972-01-01,Russia,,1999,
Steve,Gawley,1952-01-01,,,1975,2007
Josh,Singer,1972-01-01,United States,,,
Arne,Skouen,1913-01-01,Norway,2003-05-01,,
Chester,Schaeffer,1902-01-01,United States,1992-01-05,1932,1968
Ed,Novick,,,,1982,
Alejandro,Iñárritu,1963-01-01,Mexico,,1984,
Gary,Sinise,1955-01-01,United States,,1973,
Beatrice,Alba,1964-01-01,United States,,1986,
Ellsworth,Fredricks,1904-01-01,United States,1993-08-16,,
Juan,Bardem,1922-01-01,Spain,2002-10-01,1951,1997
Oscar,II,1895-01-01,United States,1960-08-23,1914,1960
Peter,Spears,1965-01-01,United States,,1991,
Simon,Chinn,,,,,
Craig,Hayes,,,,1987,
Charlton,Heston,1923-01-01,United States,2008-04-05,1941,2003
David,Valdes,1950-01-01,United States,,,
Pete,Postlethwaite,1946-01-01,United Kingdom,2011-01-01,1975,2011
Edward,Cronjager,1904-01-01,United States,1960-06-15,1925,1925
Edward,Carrere,1906-01-01,Mexico,1984-12-01,1947,1970
Andy,Nicholson,,,,1993,
James,Sullivan,1909-01-01,United States,1974-10-10,1944,1973
