firstName,lastName,movieTitle,releaseYear,iteration,categoryName,isWinner
Russell,Crowe,A Beautiful Mind,2001,74th,Best Actor in a Leading Role,no
Sean,Penn,I Am Sam,2001,74th,Best Actor in a Leading Role,no
Will,Smith,Ali,2001,74th,Best Actor in a Leading Role,no
Tom,Wilkinson,In the Bedroom,2001,74th,Best Actor in a Leading Role,no
Adrien,Brody,The Pianist,2002,75th,Best Actor in a Leading Role,yes
Nicolas,Cage,Adaptation.,2002,75th,Best Actor in a Leading Role,no
Michael,Caine,The Quiet American,2002,75th,Best Actor in a Leading Role,no
Daniel,Day-Lewis,Gangs of New York,2002,75th,Best Actor in a Leading Role,no
Jack,Nicholson,About Schmidt,2002,75th,Best Actor in a Leading Role,no
Sean,Penn,Mystic River,2003,76th,Best Actor in a Leading Role,yes
Johnny,Depp,Pirates of the Caribbean: The Curse of the Black Pearl,2003,76th,Best Actor in a Leading Role,no
Ben,Kingsley,House of Sand and Fog,2003,76th,Best Actor in a Leading Role,no
Jude,Law,Cold Mountain,2003,76th,Best Actor in a Leading Role,no
Bill,Murray,Lost in Translation,2003,76th,Best Actor in a Leading Role,no
Jamie,Foxx,Ray,2004,77th,Best Actor in a Leading Role,yes
Don,Cheadle,Hotel Rwanda,2004,77th,Best Actor in a Leading Role,no
Johnny,Depp,Finding Neverland,2004,77th,Best Actor in a Leading Role,no
Leonardo,DiCaprio,The Aviator,2004,77th,Best Actor in a Leading Role,no
Clint,Eastwood,Million Dollar Baby,2004,77th,Best Actor in a Leading Role,no
Philip,Seymour Hoffman,Capote,2005,78th,Best Actor in a Leading Role,yes
Terrence,Howard,Hustle & Flow,2005,78th,Best Actor in a Leading Role,no
Heath,Ledger,Brokeback Mountain,2005,78th,Best Actor in a Leading Role,no
Joaquin,Phoenix,Walk the Line,2005,78th,Best Actor in a Leading Role,no
David,Strathairn,"Good Night, and Good Luck",2005,78th,Best Actor in a Leading Role,no
Forest,Whitaker,The Last King of Scotland,2006,79th,Best Actor in a Leading Role,yes
Leonardo,DiCaprio,Blood Diamond,2006,79th,Best Actor in a Leading Role,no
Ryan,Gosling,Half Nelson,2006,79th,Best Actor in a Leading Role,no
Peter,O'Toole,Venus,2006,79th,Best Actor in a Leading Role,no
Will,Smith,The Pursuit of Happyness,2006,79th,Best Actor in a Leading Role,no
Daniel,Day-Lewis,There Will Be Blood,2007,80th,Best Actor in a Leading Role,yes
George,Clooney,Michael Clayton,2007,80th,Best Actor in a Leading Role,no
Johnny,Depp,Sweeney Todd: The Demon Barber of Fleet Street,2007,80th,Best Actor in a Leading Role,no
Tommy,Lee Jones,In the Valley of Elah,2007,80th,Best Actor in a Leading Role,no
Viggo,Mortensen,Eastern Promises,2007,80th,Best Actor in a Leading Role,no
Sean,Penn,Milk,2008,81st,Best Actor in a Leading Role,yes
Richard,Jenkins,The Visitor,2007,81st,Best Actor in a Leading Role,no
Frank,Langella,Frost/Nixon,2008,81st,Best Actor in a Leading Role,no
Brad,Pitt,The Curious Case of Benjamin Button,2008,81st,Best Actor in a Leading Role,no
Mickey,Rourke,The Wrestler,2008,81st,Best Actor in a Leading Role,no
Jeff,Bridges,Crazy Heart,2009,82nd,Best Actor in a Leading Role,yes
George,Clooney,Up in the Air,2009,82nd,Best Actor in a Leading Role,no
Colin,Firth,A Single Man,2009,82nd,Best Actor in a Leading Role,no
Morgan,Freeman,Invictus,2009,82nd,Best Actor in a Leading Role,no
Jeremy,Renner,The Hurt Locker,2008,82nd,Best Actor in a Leading Role,no
Colin,Firth,The King's Speech,2010,83rd,Best Actor in a Leading Role,yes
Javier,Bardem,Biutiful,2010,83rd,Best Actor in a Leading Role,no
Jeff,Bridges,True Grit,2010,83rd,Best Actor in a Leading Role,no
Jesse,Eisenberg,The Social Network,2010,83rd,Best Actor in a Leading Role,no
James,Franco,127 Hours,2010,83rd,Best Actor in a Leading Role,no
Jean,Dujardin,The Artist,2011,84th,Best Actor in a Leading Role,yes
Demián,Bichir,A Better Life,2011,84th,Best Actor in a Leading Role,no
George,Clooney,The Descendants,2011,84th,Best Actor in a Leading Role,no
Gary,Oldman,Tinker Tailor Soldier Spy,2011,84th,Best Actor in a Leading Role,no
Brad,Pitt,Moneyball,2011,84th,Best Actor in a Leading Role,no
Daniel,Day-Lewis,Lincoln,2012,85th,Best Actor in a Leading Role,yes
Bradley,Cooper,Silver Linings Playbook,2012,85th,Best Actor in a Leading Role,no
Hugh,Jackman,Les Misérables,2012,85th,Best Actor in a Leading Role,no
Joaquin,Phoenix,The Master,2012,85th,Best Actor in a Leading Role,no
Denzel,Washington,Flight,2012,85th,Best Actor in a Leading Role,no
Matthew,McConaughey,Dallas Buyers Club,2013,86th,Best Actor in a Leading Role,yes
Christian,Bale,American Hustle,2013,86th,Best Actor in a Leading Role,no
Bruce,Dern,Nebraska,2013,86th,Best Actor in a Leading Role,no
Leonardo,DiCaprio,The Wolf of Wall Street,2013,86th,Best Actor in a Leading Role,no
Chiwetel,Ejiofor,12 Years a Slave,2013,86th,Best Actor in a Leading Role,no
Eddie,Redmayne,The Theory of Everything,2014,87th,Best Actor in a Leading Role,yes
Steve,Carell,Foxcatcher,2014,87th,Best Actor in a Leading Role,no
Bradley,Cooper,American Sniper,2014,87th,Best Actor in a Leading Role,no
Benedict,Cumberbatch,The Imitation Game,2014,87th,Best Actor in a Leading Role,no
Michael,Keaton,Birdman,2014,87th,Best Actor in a Leading Role,no
Leonardo,DiCaprio,The Revenant,2015,88th,Best Actor in a Leading Role,yes
Bryan,Cranston,Trumbo,2015,88th,Best Actor in a Leading Role,no
Matt,Damon,The Martian,2015,88th,Best Actor in a Leading Role,no
Michael,Fassbender,Steve Jobs,2015,88th,Best Actor in a Leading Role,no
Eddie,Redmayne,The Danish Girl,2015,88th,Best Actor in a Leading Role,no
Casey,Affleck,Manchester by the Sea,2016,89th,Best Actor in a Leading Role,yes
Andrew,Garfield,Hacksaw Ridge,2016,89th,Best Actor in a Leading Role,no
Ryan,Gosling,La La Land,2016,89th,Best Actor in a Leading Role,no
Viggo,Mortensen,Captain Fantastic,2016,89th,Best Actor in a Leading Role,no
Denzel,Washington,Fences,2016,89th,Best Actor in a Leading Role,no
Gary,Oldman,Darkest Hour,2017,90th,Best Actor in a Leading Role,yes
Timothée,Chalamet,Call Me by Your Name,2017,90th,Best Actor in a Leading Role,no
Daniel,Day-Lewis,Phantom Thread,2017,90th,Best Actor in a Leading Role,no
Daniel,Kaluuya,Get Out,2017,90th,Best Actor in a Leading Role,no
Denzel,Washington,"Roman J. Israel, Esq.",2017,90th,Best Actor in a Leading Role,no
Rami,Malek,Bohemian Rhapsody,2018,91st,Best Actor in a Leading Role,yes
Christian,Bale,Vice,2018,91st,Best Actor in a Leading Role,no
Bradley,Cooper,A Star Is Born,2018,91st,Best Actor in a Leading Role,no
Willem,Dafoe,At Eternity's Gate,2018,91st,Best Actor in a Leading Role,no
Viggo,Mortensen,Green Book,2018,91st,Best Actor in a Leading Role,no
Joaquin,Phoenix,Joker,2019,92nd,Best Actor in a Leading Role,yes
Antonio,Banderas,Pain and Glory,2019,92nd,Best Actor in a Leading Role,no
Leonardo,DiCaprio,Once Upon a Time in Hollywood,2019,92nd,Best Actor in a Leading Role,no
Adam,Driver,Marriage Story,2019,92nd,Best Actor in a Leading Role,no
Jonathan,Pryce,The Two Popes,2019,92nd,Best Actor in a Leading Role,no
Anthony,Hopkins,The Father,2020,93rd,Best Actor in a Leading Role,yes
Riz,Ahmed,Sound of Metal,2019,93rd,Best Actor in a Leading Role,no
Chadwick,Boseman,Ma Rainey's Black Bottom,2020,93rd,Best Actor in a Leading Role,no
Gary,Oldman,Mank,2020,93rd,Best Actor in a Leading Role,no
Steven,Yeun,Minari,2020,93rd,Best Actor in a Leading Role,no
Will,Smith,King Richard,2021,94th,Best Actor in a Leading Role,yes
Javier,Bardem,Being the Ricardos,2021,94th,Best Actor in a Leading Role,no
Benedict,Cumberbatch,The Power of the Dog,2021,94th,Best Actor in a Leading Role,no
Andrew,Garfield,"Tick, Tick... Boom!",2021,94th,Best Actor in a Leading Role,no
Denzel,Washington,The Tragedy of Macbeth,2021,94th,Best Actor in a Leading Role,no
Brendan,Fraser,The Whale,2022,95th,Best Actor in a Leading Role,yes
Austin,Butler,Elvis,2022,95th,Best Actor in a Leading Role,no
Colin,Farrell,The Banshees of Inisherin,2022,95th,Best Actor in a Leading Role,no
Paul,Mescal,Aftersun,2022,95th,Best Actor in a Leading Role,no
Bill,Nighy,Living,2022,95th,Best Actor in a Leading Role,no
Cillian,Murphy,Oppenheimer,2023,96th,Best Actor in a Leading Role,yes
Bradley,Cooper,Maestro,2023,96th,Best Actor in a Leading Role,no
Colman,Domingo,Rustin,2023,96th,Best Actor in a Leading Role,no
Paul,Giamatti,The Holdovers,2023,96th,Best Actor in a Leading Role,no
Jeffrey,Wright,American Fiction,2023,96th,Best Actor in a Leading Role,no
Adrien,Brody,The Brutalist,2024,97th,Best Actor in a Leading Role,yes
Timothée,Chalamet,A Complete Unknown,2024,97th,Best Actor in a Leading Role,no
Colman,Domingo,Sing Sing,2023,97th,Best Actor in a Leading Role,no
Ralph,Fiennes,Conclave,2024,97th,Best Actor in a Leading Role,no
Sebastian,Stan,The Apprentice,2024,97th,Best Actor in a Leading Role,no
Janet,Gaynor,7th Heaven,1927,1st,Best Actress in a Leading Role,yes
Louise,Dresser,A Ship Comes In,1928,1st,Best Actress in a Leading Role,no
Gloria,Swanson,Sadie Thompson,1928,1st,Best Actress in a Leading Role,no
Mary,Pickford,Coquette,1929,2nd,Best Actress in a Leading Role,yes
Ruth,Chatterton,Madame X,1929,2nd,Best Actress in a Leading Role,no
Betty,Compson,The Barker,1928,2nd,Best Actress in a Leading Role,no
Jeanne,Eagels,The Letter,1929,2nd,Best Actress in a Leading Role,no
Corinne,Griffith,The Divine Lady,1929,2nd,Best Actress in a Leading Role,no
Bessie,Love,The Broadway Melody,1929,2nd,Best Actress in a Leading Role,no
Norma,Shearer,The Divorcee,1930,3rd,Best Actress in a Leading Role,yes
Nancy,Carroll,The Devil's Holiday,1930,3rd,Best Actress in a Leading Role,no
Ruth,Chatterton,Sarah and Son,1930,3rd,Best Actress in a Leading Role,no
Greta,Garbo,Anna Christie,1930,3rd,Best Actress in a Leading Role,no
Gloria,Swanson,The Trespasser,1929,3rd,Best Actress in a Leading Role,no
Marie,Dressler,Min and Bill,1930,4th,Best Actress in a Leading Role,yes
Marlene,Dietrich,Morocco,1930,4th,Best Actress in a Leading Role,no
Irene,Dunne,Cimarron,1931,4th,Best Actress in a Leading Role,no
Ann,Harding,Holiday,1930,4th,Best Actress in a Leading Role,no
Norma,Shearer,A Free Soul,1931,4th,Best Actress in a Leading Role,no
Helen,Hayes,The Sin of Madelon Claudet,1931,5th,Best Actress in a Leading Role,yes
Marie,Dressler,Emma,1932,5th,Best Actress in a Leading Role,no
Lynn,Fontanne,The Guardsman,1931,5th,Best Actress in a Leading Role,no
Katharine,Hepburn,Morning Glory,1933,6th,Best Actress in a Leading Role,yes
May,Robson,Lady for a Day,1933,6th,Best Actress in a Leading Role,no
Diana,Wynyard,Cavalcade,1933,6th,Best Actress in a Leading Role,no
Claudette,Colbert,It Happened One Night,1934,7th,Best Actress in a Leading Role,yes
Bette,Davis,Of Human Bondage,1934,7th,Best Actress in a Leading Role,no
Grace,Moore,One Night of Love,1934,7th,Best Actress in a Leading Role,no
Norma,Shearer,The Barretts of Wimpole Street,1934,7th,Best Actress in a Leading Role,no
Bette,Davis,Dangerous,1935,8th,Best Actress in a Leading Role,yes
Elisabeth,Bergner,Escape Me Never,1935,8th,Best Actress in a Leading Role,no
Claudette,Colbert,Private Worlds,1935,8th,Best Actress in a Leading Role,no
Katharine,Hepburn,Alice Adams,1935,8th,Best Actress in a Leading Role,no
Miriam,Hopkins,Becky Sharp,1935,8th,Best Actress in a Leading Role,no
Merle,Oberon,The Dark Angel,1935,8th,Best Actress in a Leading Role,no
Luise,Rainer,The Great Ziegfeld,1936,9th,Best Actress in a Leading Role,yes
Irene,Dunne,Theodora Goes Wild,1936,9th,Best Actress in a Leading Role,no
Gladys,George,Valiant Is the Word for Carrie,1936,9th,Best Actress in a Leading Role,no
Carole,Lombard,My Man Godfrey,1936,9th,Best Actress in a Leading Role,no
Norma,Shearer,Romeo and Juliet,1936,9th,Best Actress in a Leading Role,no
Luise,Rainer,The Good Earth,1937,10th,Best Actress in a Leading Role,yes
Irene,Dunne,The Awful Truth,1937,10th,Best Actress in a Leading Role,no
Greta,Garbo,Camille,1936,10th,Best Actress in a Leading Role,no
Janet,Gaynor,A Star Is Born,1937,10th,Best Actress in a Leading Role,no
Barbara,Stanwyck,Stella Dallas,1937,10th,Best Actress in a Leading Role,no
Bette,Davis,Jezebel,1938,11th,Best Actress in a Leading Role,yes
Fay,Bainter,White Banners,1938,11th,Best Actress in a Leading Role,no
Wendy,Hiller,Pygmalion,1938,11th,Best Actress in a Leading Role,no
Norma,Shearer,Marie Antoinette,1938,11th,Best Actress in a Leading Role,no
Margaret,Sullavan,Three Comrades,1938,11th,Best Actress in a Leading Role,no
Vivien,Leigh,Gone with the Wind,1939,12th,Best Actress in a Leading Role,yes
Bette,Davis,Dark Victory,1939,12th,Best Actress in a Leading Role,no
Irene,Dunne,Love Affair,1939,12th,Best Actress in a Leading Role,no
Greta,Garbo,Ninotchka,1939,12th,Best Actress in a Leading Role,no
Greer,Garson,"Goodbye, Mr. Chips",1939,12th,Best Actress in a Leading Role,no
Ginger,Rogers,Kitty Foyle,1940,13th,Best Actress in a Leading Role,yes
Bette,Davis,The Letter,1940,13th,Best Actress in a Leading Role,no
Joan,Fontaine,Rebecca,1940,13th,Best Actress in a Leading Role,no
Katharine,Hepburn,The Philadelphia Story,1940,13th,Best Actress in a Leading Role,no
Martha,Scott,Our Town,1940,13th,Best Actress in a Leading Role,no
Joan,Fontaine,Suspicion,1941,14th,Best Actress in a Leading Role,yes
Bette,Davis,The Little Foxes,1941,14th,Best Actress in a Leading Role,no
Olivia,de Havilland,Hold Back the Dawn,1941,14th,Best Actress in a Leading Role,no
Greer,Garson,Blossoms in the Dust,1941,14th,Best Actress in a Leading Role,no
Barbara,Stanwyck,Ball of Fire,1941,14th,Best Actress in a Leading Role,no
Greer,Garson,Mrs. Miniver,1942,15th,Best Actress in a Leading Role,yes
Bette,Davis,"Now, Voyager",1942,15th,Best Actress in a Leading Role,no
Katharine,Hepburn,Woman of the Year,1942,15th,Best Actress in a Leading Role,no
Rosalind,Russell,My Sister Eileen,1942,15th,Best Actress in a Leading Role,no
Teresa,Wright,The Pride of the Yankees,1942,15th,Best Actress in a Leading Role,no
Jennifer,Jones,The Song of Bernadette,1943,16th,Best Actress in a Leading Role,yes
Jean,Arthur,The More the Merrier,1943,16th,Best Actress in a Leading Role,no
Ingrid,Bergman,For Whom the Bell Tolls,1943,16th,Best Actress in a Leading Role,no
Joan,Fontaine,The Constant Nymph,1943,16th,Best Actress in a Leading Role,no
Greer,Garson,Madame Curie,1943,16th,Best Actress in a Leading Role,no
Ingrid,Bergman,Gaslight,1944,17th,Best Actress in a Leading Role,yes
Claudette,Colbert,Since You Went Away,1944,17th,Best Actress in a Leading Role,no
Bette,Davis,Mr. Skeffington,1944,17th,Best Actress in a Leading Role,no
Greer,Garson,Mrs. Parkington,1944,17th,Best Actress in a Leading Role,no
Barbara,Stanwyck,Double Indemnity,1944,17th,Best Actress in a Leading Role,no
Joan,Crawford,Mildred Pierce,1945,18th,Best Actress in a Leading Role,yes
Ingrid,Bergman,The Bells of St. Mary's,1945,18th,Best Actress in a Leading Role,no
Greer,Garson,The Valley of Decision,1945,18th,Best Actress in a Leading Role,no
Jennifer,Jones,Love Letters,1945,18th,Best Actress in a Leading Role,no
Gene,Tierney,Leave Her to Heaven,1945,18th,Best Actress in a Leading Role,no
Olivia,de Havilland,To Each His Own,1946,19th,Best Actress in a Leading Role,yes
Celia,Johnson,Brief Encounter,1945,19th,Best Actress in a Leading Role,no
Jennifer,Jones,Duel in the Sun,1946,19th,Best Actress in a Leading Role,no
Rosalind,Russell,Sister Kenny,1946,19th,Best Actress in a Leading Role,no
Jane,Wyman,The Yearling,1946,19th,Best Actress in a Leading Role,no
Loretta,Young,The Farmer's Daughter,1947,20th,Best Actress in a Leading Role,yes
Joan,Crawford,Possessed,1947,20th,Best Actress in a Leading Role,no
Susan,Hayward,"Smash-Up, the Story of a Woman",1947,20th,Best Actress in a Leading Role,no
Dorothy,McGuire,Gentleman's Agreement,1947,20th,Best Actress in a Leading Role,no
Rosalind,Russell,Mourning Becomes Electra,1947,20th,Best Actress in a Leading Role,no
Jane,Wyman,Johnny Belinda,1948,21st,Best Actress in a Leading Role,yes
Ingrid,Bergman,Joan of Arc,1948,21st,Best Actress in a Leading Role,no
Olivia,de Havilland,The Snake Pit,1948,21st,Best Actress in a Leading Role,no
Irene,Dunne,I Remember Mama,1948,21st,Best Actress in a Leading Role,no
Barbara,Stanwyck,"Sorry, Wrong Number",1948,21st,Best Actress in a Leading Role,no
Olivia,de Havilland,The Heiress,1949,22nd,Best Actress in a Leading Role,yes
Jeanne,Crain,Pinky,1949,22nd,Best Actress in a Leading Role,no
Susan,Hayward,My Foolish Heart,1949,22nd,Best Actress in a Leading Role,no
Deborah,Kerr,"Edward, My Son",1949,22nd,Best Actress in a Leading Role,no
Loretta,Young,Come to the Stable,1949,22nd,Best Actress in a Leading Role,no
Judy,Holliday,Born Yesterday,1950,23rd,Best Actress in a Leading Role,yes
Anne,Baxter,All About Eve,1950,23rd,Best Actress in a Leading Role,no
Eleanor,Parker,Caged,1950,23rd,Best Actress in a Leading Role,no
Gloria,Swanson,Sunset Boulevard,1950,23rd,Best Actress in a Leading Role,no
Vivien,Leigh,A Streetcar Named Desire,1951,24th,Best Actress in a Leading Role,yes
Katharine,Hepburn,The African Queen,1951,24th,Best Actress in a Leading Role,no
Eleanor,Parker,Detective Story,1951,24th,Best Actress in a Leading Role,no
Shelley,Winters,A Place in the Sun,1951,24th,Best Actress in a Leading Role,no
Jane,Wyman,The Blue Veil,1951,24th,Best Actress in a Leading Role,no
Shirley,Booth,"Come Back, Little Sheba",1952,25th,Best Actress in a Leading Role,yes
Joan,Crawford,Sudden Fear,1952,25th,Best Actress in a Leading Role,no
Bette,Davis,The Star,1952,25th,Best Actress in a Leading Role,no
Julie,Harris,The Member of the Wedding,1952,25th,Best Actress in a Leading Role,no
Susan,Hayward,With a Song in My Heart,1952,25th,Best Actress in a Leading Role,no
Audrey,Hepburn,Roman Holiday,1953,26th,Best Actress in a Leading Role,yes
Leslie,Caron,Lili,1953,26th,Best Actress in a Leading Role,no
Ava,Gardner,Mogambo,1953,26th,Best Actress in a Leading Role,no
Deborah,Kerr,From Here to Eternity,1953,26th,Best Actress in a Leading Role,no
Maggie,McNamara,The Moon Is Blue,1953,26th,Best Actress in a Leading Role,no
Grace,Kelly,The Country Girl,1954,27th,Best Actress in a Leading Role,yes
Dorothy,Dandridge,Carmen Jones,1954,27th,Best Actress in a Leading Role,no
Judy,Garland,A Star Is Born,1954,27th,Best Actress in a Leading Role,no
Audrey,Hepburn,Sabrina,1954,27th,Best Actress in a Leading Role,no
Jane,Wyman,Magnificent Obsession,1954,27th,Best Actress in a Leading Role,no
Anna,Magnani,The Rose Tattoo,1955,28th,Best Actress in a Leading Role,yes
Susan,Hayward,I'll Cry Tomorrow,1955,28th,Best Actress in a Leading Role,no
Katharine,Hepburn,Summertime,1955,28th,Best Actress in a Leading Role,no
Jennifer,Jones,Love is a Many-Splendored Thing,1955,28th,Best Actress in a Leading Role,no
Eleanor,Parker,Interrupted Melody,1955,28th,Best Actress in a Leading Role,no
Ingrid,Bergman,Anastasia,1956,29th,Best Actress in a Leading Role,yes
Carroll,Baker,Baby Doll,1956,29th,Best Actress in a Leading Role,no
Katharine,Hepburn,The Rainmaker,1956,29th,Best Actress in a Leading Role,no
Nancy,Kelly,The Bad Seed,1956,29th,Best Actress in a Leading Role,no
