firstName,lastName,DOB,birthCountry,deathDate,careerStart,careerEnd
Charles,Laughton,1899-07-01,United Kingdom,1962-12-01,1926.0,1962.0
Clem,Portman,1905-03-01,United States,1992-10-21,1930.0,1970.0
Bruno,Bozzetto,1938-03-03,Italy,,1958.0,
Ann,Harding,1902-08-07,United States,1981-09-01,1921.0,1965.0
George,Arliss,1868-04-10,United Kingdom,1946-02-01,1887.0,1943.0
Michael,Weber,1978-01-13,United States,,2009.0,
Bernard,Smith,1907-09-20,United States,1999-12-21,,
Hanns,Kräly,1884-01-16,Germany,1950-11-11,1915.0,1942.0
Paul,Tazewell,1964-09-15,United States,,,
Stijn,Coninx,1957-02-21,Belgium,,1987.0,1987.0
River,Phoenix,1970-08-23,United States,1993-10-31,1982.0,1993.0
Lisy,Christl,1964-01-01,,,1995.0,
Joseph,Wright,1892-08-19,United States,1985-02-24,1923.0,1969.0
John,Schulze,1876-04-23,United States,1943-06-17,1921.0,1942.0
Elizabeth,Hill,1901-02-27,United States,1978-08-21,,
Melissa,Etheridge,1961-05-29,United States,,1985.0,
Dudley,Moore,1935-04-19,United Kingdom,2002-03-01,1961.0,1999.0
Robert,Donat,1905-03-18,United Kingdom,1958-06-01,1921.0,1958.0
Yul,Brynner,1920-07-11,Far Eastern Republic,1985-10-10,1941.0,1985.0
Katie,Spencer,,,,1993.0,
Samantha,Quan,1975-09-02,Canada,,1997.0,
James,Gordon,1907-12-11,United States,1972-03-02,,
Kent,Houston,,,,,
Siân,Grigg,,,,1988.0,
Gennie,Rim,1979-05-03,United States,,1998.0,
Brian,Aherne,1902-05-02,United Kingdom,1986-02-01,1910.0,1967.0
Sara,Gunnarsdóttir,,Iceland,,,
Jay,Friedkin,,,,1980.0,1980.0
Rosine,Delamare,1911-06-11,France,2013-03-01,1938.0,1984.0
Juan,Fresnadillo,1967-12-05,Spain,,1986.0,
William,Hedgcock,1883-07-04,United States,1947-09-29,1929.0,1947.0
Tim,Fehlbaum,1982-01-01,Switzerland,,2011.0,
Peter,Werner,1947-01-17,United States,2023-03-21,1971.0,2019.0
Lars,Trier,1956-04-30,Denmark,,1967.0,
Walter,Wanger,1894-07-11,United States,1968-11-18,,
James,Kennaway,1928-06-05,Scotland,1968-12-01,1945.0,1968.0
Gary,Cooper,1901-05-07,United States,1961-05-13,1925.0,1961.0
Bari,Dreiband-Burman,,,,,
Douglas,Trumbull,1942-04-08,United States,2022-02-07,1964.0,2021.0
Conrad,IV,1948-07-08,United States,,1969.0,
Leonard,Bernstein,1918-08-25,United States,1990-10-14,,
Mario,Monicelli,1915-05-16,Italy,2010-11-01,1935.0,2010.0
Ernest,Day,1927-04-15,United Kingdom,2006-11-01,1944.0,1996.0
Dan,Cogan,,,,1997.0,
Tom,Woodruff Jr.,1959-01-01,United States,,1984.0,
Jesse,Plemons,1988-04-02,United States,,1991.0,
Piero,Gherardi,1909-11-20,Italy,1971-06-01,1947.0,1971.0
William,Bendix,1906-01-14,United States,1964-12-14,1936.0,1964.0
Aaron,Schneider,1965-07-26,United States,,1990.0,
Jack,Elliott,1927-08-06,United States,2001-08-18,,
Howard,Lydecker,1911-06-08,Cuba,1969-09-26,,
George,Miller,1945-03-03,Australia,,,
Jochen,Freydank,1967-01-01,Germany,,,
Jay,Harding,,,,1966.0,1991.0
Monty,Woolley,1888-08-17,United States,1963-05-06,1929.0,1955.0
Nancy,Oliver,1955-02-08,United States,,,
Mikhail,Baryshnikov,1948-01-27,Russia,,1968.0,
Kenny,Ascher,1944-10-26,United States,,,
Dave,Elsey,1967-02-09,United Kingdom,,1986.0,
Simon,Chase,,,,,
Robert,Strauss,1913-11-08,United States,1975-02-20,1930.0,1968.0
Christina,Oh,,,,2000.0,
Lily,Gladstone,1986-08-02,United States,,2012.0,
Kirsten,Sheridan,1976-07-14,Ireland,,1995.0,
Jack,Chertok,1906-07-13,Georgia,1995-06-14,1935.0,1966.0
Keith,Wester,1940-02-21,United States,2002-11-01,1966.0,2002.0
Stephen,Mirrione,1969-02-17,United States,,,
David,Foster,1949-11-01,Canada,,1971.0,
Larry,Hankin,1937-12-07,United States,,1963.0,
Phedon,Papamichael,1962-01-01,Greece,,,
Frances,Marion,1888-11-18,United States,1973-05-12,1912.0,1972.0
Robert,Hendrickson,1944-09-17,United States,2016-10-01,,
Dustin,Black,1974-06-10,United States,,2000.0,
George,Milo,1909-12-19,United States,1984-08-19,1944.0,1976.0
Julian,Clarke,1977-09-03,Canada,,2001.0,
Madeline,Sharafian,1993-02-01,United States,,2013.0,
Nicholas,Brooks,1964-05-20,United Kingdom,,1990.0,
Mel,Gibson,1956-01-03,United States,,1976.0,
Howard,Koch,1901-12-12,United States,1995-08-17,,
Loretta,Young,1913-01-06,United States,2000-08-12,1917.0,1994.0
Dino,Risi,1916-12-23,Italy,2008-06-01,1946.0,2002.0
Walter,Thompson,1903-05-08,United States,1975-12-17,,
Horace,Jackson,1898-03-29,United States,1952-01-26,1923.0,1941.0
Billy,Wilder,1906-06-22,Austria-Hungary,2002-03-27,1929.0,1981.0
Geena,Davis,1956-01-21,United States,,1982.0,
Jo,Allen,,United Kingdom,,,
Joel,Grey,1932-04-11,United States,,1951.0,
Andrew,Stanton,1965-12-03,United States,,1981.0,
Al,Roelofs,1906-10-27,Netherlands,1990-07-01,1947.0,1982.0
Bradley,Thomas,1965-11-30,,,,
John,Hodge,1964-01-01,United Kingdom,,1994.0,
William,Chang,1953-11-12,Hong Kong,,,
Shania,Twain,1948-11-11,Northern Rhodesia,,1974.0,
Alan,Pakula,1928-04-07,United States,1998-11-19,1957.0,1998.0
Suchitra,Mattai,1973-01-01,Guyana,,,
C.,Stevens,1907-03-31,United Kingdom,1974-07-01,1925.0,1946.0
Ray,Parker Jr.,1954-01-01,United States,,1963.0,
Mike,Medavoy,1941-01-21,China,,1964.0,
Judi,Dench,1934-12-09,United Kingdom,,1957.0,
George,Hively,1889-09-06,United States,1950-03-02,1917.0,1945.0
Ub,Iwerks,1901-03-24,United States,1971-07-07,1919.0,1971.0
Verna,Fields,1918-03-21,United States,1982-11-30,1954.0,1975.0
Richard,Harris,1934-02-06,United States,,,
Göran,Lundström,,,,,
Doug,Chiang,1962-02-16,Taiwan,,1990.0,
Gary,Gilbert,1965-01-01,United States,,,
Anthony,Franciosa,1928-10-25,United States,2006-01-19,1955.0,1996.0
Mark,Gustafson,1959-09-19,United States,2024-02-01,,
Éric,Rohmer,1920-03-21,France,2010-01-01,1945.0,2009.0
James,Lebenthal,1928-01-22,,2014-11-14,,
Merrill,Pye,1902-08-14,,1975-11-17,1925.0,1971.0
Robert,Shaw,1927-08-09,United Kingdom,1978-08-01,1947.0,1978.0
Kerrie,Brown,,,,1988.0,
George,Webb,,,,1934.0,1977.0
Paul,Rubell,1952-09-06,United States,,,
Robert,Riskin,1897-03-30,United States,1955-09-20,,
Rooney,Mara,1985-04-17,United States,,2005.0,
Efthimis,Filippou,1977-01-18,Greece,,2001.0,
Ray,Bomba,1907-02-14,United States,1986-06-24,1945.0,1959.0
Larry,Dias,,,,1989.0,
Jim,Capobianco,1969-01-01,United States,,1989.0,
Evgeny,Afineevsky,1972-10-21,Russia,,1999.0,
Steve,Gawley,1952-01-01,,,1975.0,2007.0
Josh,Singer,1972-01-01,United States,,,
Arne,Skouen,1913-10-18,Norway,2003-05-01,,
Chester,Schaeffer,1902-09-09,United States,1992-01-05,1932.0,1968.0
Ed,Novick,,,,1982.0,
Alejandro,Iñárritu,1963-08-15,Mexico,,1984.0,
Gary,Sinise,1955-03-17,United States,,1973.0,
Beatrice,Alba,1964-08-10,United States,,1986.0,
Ellsworth,Fredricks,1904-06-02,United States,1993-08-16,,
Juan,Bardem,1922-06-02,Spain,2002-10-01,1951.0,1997.0
Oscar,II,1895-07-12,United States,1960-08-23,1914.0,1960.0
Peter,Spears,1965-11-29,United States,,1991.0,
Simon,Chinn,,,,,
Craig,Hayes,,,,1987.0,
Charlton,Heston,1923-10-04,United States,2008-04-05,1941.0,2003.0
David,Valdes,1950-08-12,United States,,,
Pete,Postlethwaite,1946-02-07,United Kingdom,2011-01-01,1975.0,2011.0
Edward,Cronjager,1904-03-21,United States,1960-06-15,1925.0,1925.0
Edward,Carrere,1906-10-13,Mexico,1984-12-01,1947.0,1970.0
Andy,Nicholson,,,,1993.0,
James,Sullivan,1909-07-17,United States,1974-10-10,1944.0,1973.0
William,Wyler,1902-07-01,Germany,1981-07-27,1925.0,1970.0
Josh,Cooley,1979-05-23,United States,,2003.0,
David,Lancaster,,,,1985.0,
Stephanie,Ingram,,,,,
Dorothy,Spencer,1909-02-03,United States,2002-05-23,1929.0,1979.0
David,Allen,1944-10-22,United States,1999-08-16,,
Adam,Schlesinger,1967-10-31,United States,2020-04-01,1989.0,2020.0
Kunio,Katō,,Japan,,,
Jan,Chapman,1950-03-28,Australia,,,
Janet,Suzman,1939-02-09,South Africa,,,
Rodger,Maus,1932-09-15,,2017-03-16,1953.0,2005.0
Jack,Whitney,1905-02-21,United States,1992-11-02,1940.0,1947.0
Frank,Stiefel,,,,1970.0,
Jimmy,Napes,1984-09-18,United Kingdom,,2012.0,
A.,Fields,1900-06-13,United States,1950-09-11,1942.0,1951.0
Josef,Sternberg,1894-05-29,Austria-Hungary,1969-12-22,1925.0,1957.0
Luise,Rainer,1910-01-12,Germany,2014-12-01,1926.0,2003.0
Phoebe,Ephron,1914-01-26,United States,1971-10-13,1944.0,1963.0
Ray,Lovejoy,1939-02-18,United Kingdom,2001-10-01,,
Melvin,Sr.,1911-11-01,United States,1977-05-11,1951.0,1977.0
Jeff,Pope,1961-10-02,United Kingdom,,,
Max,Steiner,1888-05-10,Austria-Hungary,1971-12-01,1907.0,1965.0
Ron,Moody,1924-01-08,United Kingdom,2015-06-01,1952.0,2012.0
Jeffrey,Blitz,,,,,
Will,Becher,,United Kingdom,,2002.0,
Gavin,Lambert,1924-07-23,,2005-07-01,,
Dorothy,Parker,1893-08-22,United States,1967-06-07,,
Cyril,Crowhurst,1906-03-09,United Kingdom,1995-01-01,1950.0,1966.0
Pierre,Guffroy,1926-04-22,France,2010-09-01,1957.0,1998.0
Gene,Wilder,1933-06-11,United States,2016-08-29,1961.0,2013.0
Jack,Cosgrove,1902-06-09,United States,1965-03-10,1934.0,1960.0
Ed,Graves,1917-02-24,United States,1980-02-01,1965.0,1980.0
Suzanne,Schiffman,1929-09-27,France,2001-06-01,1958.0,1992.0
Judy,Holliday,1921-06-21,United States,1965-06-07,1938.0,1963.0
Ray,Aghayan,1928-07-28,Iran,2011-10-10,,
Gary,Alexander,,,,1976.0,2011.0
Lee,Unkrich,1967-08-08,United States,,1990.0,
Joe,Pesci,1943-02-09,United States,,1961.0,
Walter,Wanger,1894-07-11,United States,1968-11-18,,
Morgan,Spurlock,1970-11-07,United States,2024-05-23,1994.0,2019.0
Kevin,Feige,1973-06-02,United States,,1997.0,
Grace,Kelly,1929-09-12,United States,1982-09-14,1949.0,1956.0
Alberto,Mielgo,1979-04-29,Spain,,,
Charles,Nelson,1901-04-15,,1997-01-19,,
Joel,Crawford,,,,2006.0,
Janice,Loeb,1913-12-06,United States,1996-02-18,,
Lesli,Glatter,1953-07-26,United States,,,
Kimberly,Steward,,United States,,,
Leonard,Rosenman,1924-09-07,United States,2008-03-04,1955.0,2001.0
Tod,Lending,,,,,
Helmut,Käutner,1908-03-25,Germany,1980-04-01,1940.0,1976.0
John,Poyner,1933-01-01,United Kingdom,2018-11-16,1955.0,
Frank,Cavett,1905-12-27,United States,1973-03-25,,
Fernando,Meirelles,1955-11-09,Brazil,,1982.0,
Jack,Eaton,1888-06-16,,1968-12-04,1918.0,1953.0
Tom,Hulce,1953-12-06,United States,,1974.0,
Marcel,Mettelsiefen,1978-01-01,Germany,,2012.0,
Asif,Kapadia,1972-01-01,United Kingdom,,1997.0,
Greer,Garson,1904-09-29,United Kingdom,1996-04-01,1932.0,1986.0
Menahem,Golan,1929-05-31,Palestine,2014-08-08,,
Ramin,Bahrani,1975-03-20,United States,,2005.0,
Edward,Jones,,,,,
Erik,Aadahl,,,,1998.0,
Tim,Chappel,1966-01-01,Australia,,,
Ross,Hunter,1920-05-06,United States,1996-03-10,1944.0,1979.0
Pamela,Martin,,,,,
Jim,Clark,1931-05-24,United Kingdom,2016-02-01,,
Roy,Pomeroy,1892-04-10,India,1947-09-03,1923.0,1934.0
David,Kimball,,,,1978.0,1987.0
Theodore,Soderberg,1923-01-08,United States,2012-11-15,1970.0,1986.0
Norman,Jewison,1926-07-21,Canada,2024-01-20,1950.0,2003.0
Daniel,Robert,,,,1978.0,2001.0
Luke,Matheny,1976-12-23,United States,,2008.0,2008.0
Francis,Thompson,1908-01-03,,2003-12-26,,
Richard,Irvine,1910-04-05,United States,1976-03-30,1939.0,1953.0
Carol,Kane,1952-06-18,United States,,1966.0,
Owen,Roizman,1936-09-22,United States,2023-01-06,1970.0,2020.0
Pablo,Helman,1959-07-05,Argentina,,1995.0,
Peter,Montagna,1952-03-27,United States,,,
Matthew,Yuricich,1923-01-19,United States,2012-05-28,,
William,Files,,,,,
Michel,Michelet,1894-07-14,Russia,1995-12-28,1930.0,1978.0
Mike,Mare,,,,1960.0,2006.0
Daniel,Day-Lewis,1957-04-29,United Kingdom,,1971.0,
Phil,Robinson,1950-03-01,United States,,1981.0,
Thomas,Gomez,1905-07-10,United States,1971-06-18,1923.0,1971.0
Ramsey,Naito,1974-01-01,,,1995.0,
Charles,Hart,1961-01-01,United Kingdom,,,
Laurence,Fishburne,1961-07-30,United States,,1972.0,
Nicholas,Reed,1963-06-18,United Kingdom,,,
John,Corso,1929-12-29,United States,2019-10-09,1971.0,1992.0
Richard,Rochemont,1903-12-13,United States,1982-08-02,,
Pierre,Étaix,1928-11-23,France,2016-10-01,1954.0,2016.0
Frank,Phillips,1912-04-07,United States,1994-04-12,1957.0,1982.0
D.,Pennebaker,1925-07-15,United States,2019-08-01,1953.0,2019.0
Michael,Tucker,1990-01-01,United States,,2010.0,
David,Stewart,1937-08-27,,1997-10-16,1977.0,1997.0
Paul,Newman,1925-01-26,United States,2008-09-26,1949.0,2008.0
Gulzar,Kalra,1934-01-01,India,,1956.0,
Peter,Sutton,1943-04-23,United Kingdom,2008-08-01,1969.0,1999.0
Brent,Burge,,,,1984.0,
Ronald,Bass,1942-03-26,United States,,,
Hamish,Purdy,,Canada,,1992.0,
William,Dieterle,1893-07-15,Germany,1972-12-09,1911.0,1966.0
June,Wayne,1918-03-07,United States,2011-08-23,,
Mark,Ulano,1954-06-12,United States,,1975.0,
Karel,Černý,1922-04-07,Czechoslovakia,2014-09-01,1938.0,2001.0
Paul,Weitz,1965-11-19,United States,,1998.0,
Patrick,Vollrath,1985-01-01,,,,
Ana,López-Puigcerver,,,,,
John,Wright,1943-01-01,,2023-04-20,,
Tim,Alexander,,,,1995.0,
Herbert,Spencer,1905-04-07,Chile,1992-09-18,,
Richard,Schweizer,1899-12-23,Switzerland,1965-03-01,1931.0,1964.0
Julie,Ochipinti,,,,1997.0,
Norman,McLaren,1914-04-11,Scotland,1987-01-01,1933.0,1985.0
Michael,Moore,1954-04-23,United States,,1976.0,
Frank,Finlay,1926-08-06,United Kingdom,2016-01-01,1958.0,2009.0
Sean,Ellis,1970-01-01,United Kingdom,,2001.0,
Alan,Bates,1934-02-17,United Kingdom,2003-12-01,1956.0,2003.0
Jack,Lawrence,1912-04-07,United States,2009-03-16,1928.0,1994.0
Jeffrey,Wright,1965-12-07,United States,,1990.0,
Gene,Lockhart,1891-07-18,Canada,1957-03-31,1912.0,1957.0
Haim,Gouri,1923-10-09,Palestine,2018-01-01,,
Trey,Parker,1969-10-19,United States,,1992.0,
Adele,Adkins,1988-05-05,United Kingdom,,2006.0,
Jackie,Gleason,1916-02-26,United States,1987-06-24,1935.0,1986.0
Jean-Louis,Ducarme,,,,1968.0,1994.0
Peter,Hedges,1962-07-06,United States,,,
Hugh,Hunt,1902-03-08,United States,1988-09-01,1935.0,1970.0
Penélope,Cruz,1974-04-28,Spain,,1989.0,
Loyal,Griggs,1906-08-15,United States,1978-05-06,,
Hallie,D'Amore,1942-08-13,United States,2006-12-14,1985.0,2007.0
Ferdinando,Scarfiotti,1941-03-06,Italy,1994-04-01,1968.0,1994.0
Rob,Harvey,,,,1998.0,
Edward,Berger,1970-01-01,Germany,,1994.0,
Theodore,Soderberg,1923-01-08,United States,1971-12-19,,
Robert,Campbell,1927-06-08,United States,2000-09-23,,
Hammond,Peek,,,,1982.0,
Floyd,Huddleston,1918-08-19,United States,1991-09-27,1949.0,1991.0
Sally,Menke,1953-12-17,United States,2010-09-27,1980.0,2010.0
Rachael,Horovitz,1962-01-01,United States,,,
William,Pereira,1909-01-25,United States,1985-11-13,,
Dianne,Jackson,1941-07-28,,1992-12-01,,
Oorlagh,George,1980-07-07,Northern Ireland,,,
Gary,Kurtz,1940-07-27,United States,2018-09-23,1965.0,2018.0
Dean,Tavoularis,1932-05-18,United States,,1967.0,
Rudolph,Maté,1898-01-21,Austria-Hungary,1964-10-01,1919.0,1964.0
Carol,Connors,1941-11-13,United States,,1956.0,
Edward,Abroms,1935-05-06,United States,2018-02-13,,
Morgan,Neville,1967-10-10,United States,,1993.0,
John,Lesher,1966-05-12,United States,,2012.0,
Tamara,Kotevska,1993-08-09,Macedonia,,,
Scott,Smith,1953-03-26,United States,,,
Matthew,O'Neill,,United States,,,
Ngila,Dickson,1958-01-01,New Zealand,,,
Richard,Conway,1942-01-15,,2021-12-01,1966.0,2015.0
Simon,Williams,1945-06-10,United Kingdom,2009-04-01,,
Patrizia,Brandenstein,1943-04-15,United States,,1972.0,
Mstyslav,Chernov,1985-01-01,Russia,,,
Danis,Tanović,1969-02-20,Yugoslavia,,1994.0,
Richard,Enger,,,,,
Fernando,Trueba,1955-01-18,Spain,,1974.0,
Lee,Marvin,1924-02-19,United States,1987-08-29,1950.0,1986.0
Nicole,Rocklin,1979-01-01,,,,
Dorothy,McKim,,United States,,1984.0,
David,MacMillan,,,,1973.0,
Daniel,Sousa,,,,2000.0,
Beth,Henley,1952-05-08,United States,,,
Christine,Blundell,1961-01-01,United Kingdom,,1990.0,
Fred,Hynes,1908-05-08,United States,1992-02-10,1933.0,1972.0
Sam,Mendes,1965-08-01,United Kingdom,,1987.0,
Alan,Marshall,1938-08-12,United Kingdom,,1952.0,
Guillaume,Leriche,1975-06-06,France,,2000.0,
Sarah,Monzani,1949-01-01,,,1975.0,
Paul,King,1926-07-14,United States,1996-07-10,,
James,Mangold,1963-12-16,United States,,1985.0,
Edward,Selzer,1893-01-12,United States,1970-02-22,1914.0,1958.0
Charles,Walters,1911-11-17,United States,1982-08-13,,
José,Garcia,,Mexico,,1987.0,
Harold,Rosson,1895-04-06,United States,1988-09-06,1908.0,1966.0
Alun,Owen,1925-11-24,Wales,1994-12-01,1959.0,1990.0
Aline,Bonetto,,,,1991.0,
Robert,Grossman,1940-03-01,United States,2018-03-15,,
Lionel,Barrymore,1878-04-28,United States,1954-11-15,1893.0,1954.0
Richard,Rodgers,1902-06-28,United States,1979-12-30,1919.0,1979.0
Charles,Coburn,1877-06-19,United States,1961-08-30,1901.0,1960.0
Jean-Pierre,Jeunet,1953-09-03,France,,1978.0,
Carl,Deal,,United States,,,
Tim,Crosbie,,,,1995.0,
Norma,Shearer,1902-08-11,Canada,1983-06-12,1919.0,1942.0
Werner,Heymann,1896-02-14,Germany,1961-05-01,1912.0,1961.0
Davis,Guggenheim,1963-11-03,United States,,1991.0,
Jan,Domela,1894-08-22,Netherlands,1973-08-01,,
Michael,Wood,,,,,
George,Gibbs,1937-07-18,United Kingdom,2020-12-01,1969.0,2005.0
William,Glasgow,1906-04-26,United States,1972-11-25,1930.0,1970.0
George,Sawley,1904-06-18,United States,1967-04-26,1927.0,1962.0
Leo,Genn,1905-08-09,United Kingdom,1978-01-01,1935.0,1975.0
Zhao,Xiaoding,1968-09-30,China,,,
Daisuke,Nishio,1959-04-01,Japan,,,
Paul,Detlefsen,1899-10-03,Denmark,1986-08-01,,
Bub,Asman,1949-08-17,United States,,1973.0,
Herbert,Strabel,1927-10-14,Germany,2017-10-01,1957.0,1985.0
Sandra,Adair,1952-01-01,United States,,,
Wim,Wenders,1945-08-14,Germany,,1967.0,
John,Vallone,1953-06-23,United States,2004-03-15,1977.0,2002.0
Derek,Cianfrance,1974-01-23,United States,,1998.0,
T,Burnett,1948-01-14,United States,,1972.0,
Ray,Milland,1907-01-03,Wales,1986-03-01,1928.0,1985.0
Ray,Heindorf,1908-08-25,United States,1980-02-03,1929.0,1972.0
Roland,Joffé,1945-11-17,United Kingdom,,1960.0,
Mark,Baker,1959-04-08,United Kingdom,,,
Margot,Robbie,1990-07-02,Australia,,2008.0,
Ambra,Danon,,,2023-04-01,,
Robert,Greenhut,1942-12-18,United States,,,
Michael,Ohoven,1974-08-30,Germany,,2000.0,
Vern,Poore,,,,1975.0,1996.0
Norman,Panama,1914-04-21,United States,2003-01-13,,
Roy,Disney,1930-01-10,United States,2009-12-16,1951.0,2009.0
Burt,Lancaster,1913-11-02,United States,1994-10-20,1935.0,1991.0
Ryan,Larkin,1943-07-31,Canada,2007-02-14,1964.0,2007.0
Robert,Yeoman,1951-03-10,United States,,1982.0,
George,Wells,1909-11-08,United States,2000-11-27,1946.0,1973.0
Tom,Adair,1913-06-15,United States,1988-05-24,,
Mike,Gray,1935-10-26,United States,2013-04-30,1969.0,1996.0
Theoni,Aldredge,1922-08-22,Greece,2011-01-21,,
Caroline,Leaf,1946-08-12,United States,,1969.0,
Daniel,Petrie Jr.,1951-01-01,Canada,,1984.0,
Larry,Jost,1921-02-22,United States,2001-10-28,1961.0,1984.0
Jeff,Groth,,,,,
A.,Gillespie,1899-10-14,United States,1978-05-03,1926.0,1965.0
Chris,Overton,,United Kingdom,,2000.0,
Milton,Sperling,1912-07-06,,1988-08-26,,
Ra,Vincent,,,,2001.0,
Alberto,Iglesias,1955-10-21,Spain,,1983.0,
Gore,Verbinski,1964-03-16,United States,,1989.0,
Leslie,Ekker,1955-08-15,United States,,1977.0,
Sanjay,Patel,1974-01-01,United Kingdom,,1996.0,
James,Cameron,1954-08-16,Canada,,1978.0,
Gregory,Watkins,,,,1982.0,
Sharon,Stone,1958-03-10,United States,,1976.0,
William,Nicholson,1948-01-12,United Kingdom,,,
Amit,Gicelter,1981-04-25,Israel,,,
Henry,Ginsberg,1897-04-29,,1979-06-10,,
Carl,Anderson,1903-06-13,United States,1989-09-22,1943.0,1985.0
Stefen,Fangmeier,1960-12-09,United States,,1991.0,
Broderick,Crawford,1911-12-09,United States,1986-04-26,1931.0,1985.0
Rob,Epstein,1955-04-06,United States,,1978.0,
Jill,Quertier,1936-01-01,United Kingdom,,,
Nick,Enright,1950-12-22,Australia,2003-03-01,,
Scott,Hicks,1953-03-04,Uganda,,1974.0,
Ward,Preston,1932-04-20,United States,2016-01-17,1966.0,1997.0
Marcello,Pagliero,1907-01-15,United Kingdom,1980-10-01,,
Alan,Barrett,1938-01-01,,1991-08-01,1967.0,1980.0
Julianne,Moore,1960-12-03,United States,,1984.0,
Henry,Berman,1914-01-14,United States,1979-06-12,,
Harry,Rasky,1928-05-09,Canada,2007-04-01,,
Gail,Dolgin,1945-04-04,United States,2010-10-07,,
Nazrin,Choudhury,,United Kingdom,,2001.0,
John,Debney,1956-08-18,United States,,1974.0,
Bert,Salzman,1931-09-02,United States,2016-11-29,,
Marcia,Lucas,1945-10-04,United States,,1968.0,1998.0
Sally,Kirkland,1941-10-31,United States,,1962.0,
John,Jarvis,,,,1945.0,1976.0
Thomas,Floutz,,,,,
W.,Burnett,1899-11-25,United States,1982-04-25,1931.0,1972.0
Manlio,Rocchetti,1943-11-28,Italy,2017-01-01,1960.0,2017.0
John,Astin,1930-03-30,United States,,1954.0,2021.0
Tarn,Willers,,United Kingdom,,,
Frank,Capra,1897-05-18,Italy,1991-09-03,1922.0,1964.0
Al,Clark,1902-09-15,United States,1971-07-13,1933.0,1969.0
Melissa,Leo,1960-09-14,United States,,1984.0,
Paul,Lukas,1894-05-26,Austria-Hungary,1971-08-01,1916.0,1970.0
David,Friendly,1956-05-01,United States,,1987.0,
Donald,Wrye,1934-09-24,United States,2015-05-15,1966.0,2015.0
Justin,Hurwitz,1985-01-22,United States,,,
Charles,Okun,1924-09-08,United States,2005-07-03,,
Jim,Stuebe,,,,1978.0,
Miklós,Rózsa,1907-04-18,Austria-Hungary,1995-07-27,1918.0,1989.0
Harald,Reinl,1908-07-08,Austria,1986-10-01,1937.0,1986.0
Peter,Watkins,1935-10-29,United Kingdom,,1956.0,
Robert,Bratton,1918-09-26,,2008-04-29,1954.0,1964.0
Jimmy,Murakami,1933-06-05,United States,2014-02-16,,
Stuart,Wurtzel,1940-08-09,United States,,1975.0,
Louis,Silvers,1889-09-06,United States,1954-03-26,,
Chuck,Workman,,,,,
Jimmy,Bridges,1936-02-03,United States,1993-06-06,,
Ve,Neill,1951-01-01,United States,,1977.0,
James,Basevi,1890-09-21,United Kingdom,1962-03-27,1925.0,1956.0
Brian,Saunders,,,,1977.0,1996.0
Sylvain,Bellemare,1968-02-20,Canada,,1993.0,
Gwyneth,Paltrow,1972-09-27,United States,,1989.0,
Diane,Keaton,1946-01-05,United States,,1966.0,
Michael,Arndt,,United States,,1997.0,
Adam,Elliot,,Australia,,,
Paul,Pattison,,,,1979.0,
Sławomir,Idziak,1945-01-25,Poland,,1966.0,2015.0
Janet,Gaynor,1906-10-06,United States,1984-09-14,1924.0,1981.0
Jeff,Cronenweth,1962-01-14,United States,,1984.0,
Nils,Gaup,1955-04-12,Norway,,1987.0,
Michael,Katz,1954-01-01,Austria,,1988.0,
Ray,Fox,1939-07-13,United States,,1965.0,
Florencia,Martin,,,,,
Danièle,Thompson,1942-01-03,Monaco,,1966.0,
Charles,Feldman,1905-04-26,United States,1968-05-25,,
John,Meehan,1890-05-08,Canada,1954-11-12,1929.0,1948.0
Mark,Mori,,,,1989.0,
Mack,David,1912-07-05,United States,1993-12-30,,
Anthony,Powell,1935-06-02,United Kingdom,2021-04-01,,
René,Clément,1913-03-18,France,1996-03-01,,
Pino,Quartullo,1957-07-12,Italy,,1980.0,
Julie,Taymor,1952-12-15,United States,,,
Dan,Laustsen,1954-06-15,Denmark,,1978.0,
Paul,Eagler,1890-09-24,United States,1961-09-29,1922.0,1960.0
Chris,Innis,,United States,,,
Walter,Simonds,1911-01-31,,1992-12-11,1955.0,1976.0
John,Logan,1961-09-24,,,1985.0,
Mark,Sanchez,,,,1980.0,
David,Zippel,1954-05-17,United States,,,
Sam,Elliott,1944-08-09,United States,,1966.0,
Patrick,Marber,1964-09-19,United Kingdom,,,
Spike,Jonze,1969-10-22,United States,,1985.0,
Julia,Carbonel,,,,,
Kaspar,Rostrup,1940-04-27,Denmark,,1968.0,
Jeff,Fowler,,,,2002.0,
Lü,Yue,1957-01-01,China,,1982.0,
Owen,Pallett,1979-09-07,Canada,,,
Colin,Welland,1934-07-04,United Kingdom,2015-11-01,1962.0,1998.0
Theadora,Van Runkle,1928-03-27,United States,2011-11-04,1967.0,1999.0
Susan,Sarandon,1946-10-04,United States,,1970.0,
Stanley,Nelson Jr.,1951-01-01,United States,,,
S.,Savidge,,United States,,1971.0,
Yuval,Abraham,1995-01-01,Israel,,2017.0,
Leslie,Bloom,,,,1971.0,
Allen,Davey,1894-05-15,United States,1946-03-05,,
Claudia,Llosa,1976-11-15,Peru,,,
John,Huston,1906-08-05,United States,1987-08-28,1930.0,1987.0
Suzanne,Baker,1939-01-01,United Kingdom,,,
Deborah,Kerr,1921-09-30,Scotland,2007-10-01,1937.0,1986.0
Suso,d'Amico,1914-07-21,Italy,2010-07-01,,
